Accession	Coverage	Count_Good	Count_Raw
CP047911.1	437	2	2
CP047912.1	437	2	2
CP047913.1	437	13	13
CP047914.1	437	1	1
CP047915.1	437	2	2
CP047902.1	438	4	4
CP047903.1	438	15	15
CP047904.1	438	2	2
CP047905.1	438	5	5
CP047906.1	438	4	4
CP047908.1	438	1	1
CP047909.1	438	1	1
CP047910.1	438	2	2
CP047911.1	438	5	5
CP047912.1	438	3	3
CP047913.1	438	6	6
CP047914.1	438	3	3
CP047915.1	438	1	1
CP047902.1	439	4	4
CP047903.1	439	16	16
CP047904.1	439	3	3
CP047905.1	439	6	6
CP047906.1	439	2	2
CP047907.1	439	3	3
CP047908.1	439	4	4
CP047909.1	439	2	2
CP047910.1	439	1	1
CP047911.1	439	1	1
CP047912.1	439	1	1
CP047913.1	439	4	4
CP047915.1	439	4	4
CP047902.1	44	381	381
CP047903.1	44	271	271
CP047904.1	44	412	412
CP047905.1	44	353	353
CP047906.1	44	259	259
CP047907.1	44	535	535
CP047908.1	44	343	343
CP047909.1	44	283	283
CP047910.1	44	472	472
CP047911.1	44	243	243
CP047912.1	44	465	465
CP047913.1	44	121	121
CP047914.1	44	306	306
CP047915.1	44	271	271
CP047902.1	440	2	2
CP047903.1	440	18	18
CP047904.1	440	1	1
CP047905.1	440	15	15
CP047906.1	440	2	2
CP047909.1	440	4	4
CP047910.1	440	1	1
CP047911.1	440	4	4
CP047912.1	440	3	3
CP047913.1	440	6	6
CP047914.1	440	1	1
CP047915.1	440	1	1
CP047902.1	441	4	4
CP047903.1	441	20	20
CP047904.1	441	3	3
CP047905.1	441	7	7
CP047906.1	441	3	3
CP047907.1	441	3	3
CP047908.1	441	1	1
CP047911.1	441	1	1
CP047912.1	441	4	4
CP047913.1	441	9	9
CP047914.1	441	1	1
CP047915.1	441	1	1
CP047902.1	442	7	7
CP047903.1	442	22	22
CP047904.1	442	1	1
CP047905.1	442	5	5
CP047906.1	442	1	1
CP047908.1	442	4	4
CP047909.1	442	1	1
CP047910.1	442	2	2
CP047911.1	442	4	4
CP047912.1	442	4	4
CP047913.1	442	7	7
CP047915.1	442	1	1
CP047902.1	443	5	5
CP047903.1	443	25	25
CP047904.1	443	4	4
CP047905.1	443	9	9
CP047906.1	443	3	3
CP047908.1	443	3	3
CP047910.1	443	1	1
CP047911.1	443	5	5
CP047912.1	443	3	3
CP047913.1	443	6	6
CP047915.1	443	5	5
CP047902.1	444	3	3
CP047903.1	444	28	28
CP047904.1	444	7	7
CP047905.1	444	4	4
CP047906.1	444	4	4
CP047907.1	444	1	1
CP047908.1	444	4	4
CP047910.1	444	2	2
CP047911.1	444	6	6
CP047912.1	444	6	6
CP047913.1	444	8	8
CP047915.1	444	3	3
CP047902.1	445	4	4
CP047903.1	445	24	24
CP047904.1	445	3	3
CP047905.1	445	3	3
CP047907.1	445	3	3
CP047908.1	445	1	1
CP047909.1	445	1	1
CP047910.1	445	1	1
CP047911.1	445	8	8
CP047912.1	445	3	3
CP047913.1	445	3	3
CP047914.1	445	1	1
CP047915.1	445	7	7
CP047902.1	446	4	4
CP047903.1	446	26	26
CP047904.1	446	4	4
CP047905.1	446	6	6
CP047906.1	446	3	3
CP047907.1	446	2	2
CP047911.1	446	7	7
CP047912.1	446	4	4
CP047913.1	446	1	1
CP047914.1	446	3	3
CP047915.1	446	4	4
CP047902.1	447	1	1
CP047903.1	447	13	13
CP047904.1	447	7	7
CP047905.1	447	7	7
CP047906.1	447	4	4
CP047909.1	447	3	3
CP047910.1	447	1	1
CP047911.1	447	12	12
CP047912.1	447	2	2
CP047913.1	447	3	3
CP047915.1	447	4	4
CP047902.1	448	2	2
CP047903.1	448	18	18
CP047904.1	448	3	3
CP047905.1	448	4	4
CP047910.1	448	3	3
CP047911.1	448	9	9
CP047912.1	448	2	2
CP047913.1	448	4	4
CP047914.1	448	3	3
CP047915.1	448	7	7
CP047902.1	449	8	8
CP047903.1	449	17	17
CP047904.1	449	6	6
CP047905.1	449	8	8
CP047907.1	449	2	2
CP047909.1	449	4	4
CP047910.1	449	1	1
CP047911.1	449	6	6
CP047912.1	449	2	2
CP047913.1	449	2	2
CP047914.1	449	3	3
CP047915.1	449	1	1
CP047902.1	45	466	466
CP047903.1	45	295	295
CP047904.1	45	403	403
CP047905.1	45	335	335
CP047906.1	45	287	287
CP047907.1	45	509	509
CP047908.1	45	366	366
CP047909.1	45	271	271
CP047910.1	45	259	259
CP047911.1	45	240	240
CP047912.1	45	450	450
CP047913.1	45	114	114
CP047914.1	45	271	271
CP047915.1	45	296	296
CP047902.1	450	3	3
CP047903.1	450	20	20
CP047904.1	450	5	5
CP047905.1	450	5	5
CP047906.1	450	1	1
CP047908.1	450	1	1
CP047909.1	450	2	2
CP047910.1	450	1	1
CP047911.1	450	3	3
CP047912.1	450	7	7
CP047913.1	450	3	3
CP047914.1	450	3	3
CP047915.1	450	7	7
CP047902.1	451	7	7
CP047903.1	451	14	14
CP047904.1	451	2	2
CP047905.1	451	5	5
CP047906.1	451	1	1
CP047907.1	451	1	1
CP047911.1	451	1	1
CP047912.1	451	1	1
CP047913.1	451	6	6
CP047914.1	451	3	3
CP047915.1	451	11	11
CP047902.1	452	5	5
CP047903.1	452	7	7
CP047904.1	452	1	1
CP047905.1	452	6	6
CP047906.1	452	3	3
CP047909.1	452	1	1
CP047910.1	452	1	1
CP047911.1	452	1	1
CP047912.1	452	3	3
CP047913.1	452	3	3
CP047914.1	452	3	3
CP047915.1	452	6	6
CP047902.1	453	6	6
CP047903.1	453	13	13
CP047904.1	453	2	2
CP047905.1	453	8	8
CP047910.1	453	1	1
CP047912.1	453	2	2
CP047913.1	453	1	1
CP047914.1	453	1	1
CP047915.1	453	5	5
CP047902.1	454	6	6
CP047903.1	454	10	10
CP047904.1	454	5	5
CP047905.1	454	4	4
CP047906.1	454	2	2
CP047909.1	454	2	2
CP047910.1	454	3	3
CP047912.1	454	2	2
CP047913.1	454	4	4
CP047914.1	454	3	3
CP047915.1	454	11	11
CP047902.1	455	1	1
CP047903.1	455	13	13
CP047904.1	455	5	5
CP047905.1	455	6	6
CP047906.1	455	3	3
CP047909.1	455	2	2
CP047911.1	455	3	3
CP047912.1	455	2	2
CP047913.1	455	2	2
CP047914.1	455	4	4
CP047915.1	455	5	5
CP047902.1	456	3	3
CP047903.1	456	15	15
CP047904.1	456	3	3
CP047905.1	456	5	5
CP047906.1	456	4	4
CP047909.1	456	1	1
CP047911.1	456	1	1
CP047912.1	456	5	5
CP047913.1	456	3	3
CP047914.1	456	9	9
CP047915.1	456	9	9
CP047902.1	457	1	1
CP047903.1	457	3	3
CP047904.1	457	3	3
CP047905.1	457	7	7
CP047906.1	457	1	1
CP047909.1	457	1	1
CP047910.1	457	1	1
CP047911.1	457	1	1
CP047912.1	457	2	2
CP047913.1	457	1	1
CP047914.1	457	9	9
CP047915.1	457	6	6
CP047902.1	458	4	4
CP047903.1	458	2	2
CP047904.1	458	1	1
CP047905.1	458	5	5
CP047906.1	458	3	3
CP047910.1	458	2	2
CP047912.1	458	3	3
CP047913.1	458	2	2
CP047914.1	458	1	1
CP047915.1	458	12	12
CP047902.1	459	1	1
CP047903.1	459	7	7
CP047904.1	459	3	3
CP047905.1	459	3	3
CP047906.1	459	1	1
CP047909.1	459	2	2
CP047910.1	459	3	3
CP047911.1	459	1	1
CP047912.1	459	3	3
CP047913.1	459	1	1
CP047914.1	459	2	2
CP047915.1	459	4	4
CP047902.1	46	569	569
CP047903.1	46	319	319
CP047904.1	46	373	373
CP047905.1	46	353	353
CP047906.1	46	299	299
CP047907.1	46	510	510
CP047908.1	46	427	427
CP047909.1	46	268	268
CP047910.1	46	251	251
CP047911.1	46	248	248
CP047912.1	46	491	491
CP047913.1	46	126	126
CP047914.1	46	268	268
CP047915.1	46	334	334
CP047902.1	460	1	1
CP047903.1	460	8	8
CP047904.1	460	9	9
CP047905.1	460	3	3
CP047906.1	460	4	4
CP047909.1	460	1	1
CP047910.1	460	1	1
CP047911.1	460	3	3
CP047912.1	460	1	1
CP047913.1	460	1	1
CP047914.1	460	8	8
CP047915.1	460	8	8
CP047902.1	461	4	4
CP047903.1	461	6	6
CP047904.1	461	2	2
CP047905.1	461	3	3
CP047906.1	461	5	5
CP047909.1	461	2	2
CP047911.1	461	3	3
CP047912.1	461	3	3
CP047913.1	461	2	2
CP047914.1	461	6	6
CP047915.1	461	5	5
CP047902.1	462	1	1
CP047903.1	462	11	11
CP047904.1	462	4	4
CP047905.1	462	3	3
CP047906.1	462	3	3
CP047909.1	462	1	1
CP047910.1	462	1	1
CP047911.1	462	4	4
CP047912.1	462	2	2
CP047913.1	462	3	3
CP047914.1	462	7	7
CP047915.1	462	3	3
CP047902.1	463	2	2
CP047903.1	463	6	6
CP047904.1	463	6	6
CP047905.1	463	4	4
CP047906.1	463	3	3
CP047910.1	463	1	1
CP047912.1	463	2	2
CP047913.1	463	5	5
CP047914.1	463	6	6
CP047915.1	463	3	3
CP047902.1	464	1	1
CP047903.1	464	4	4
CP047904.1	464	8	8
CP047905.1	464	2	2
CP047906.1	464	5	5
CP047909.1	464	2	2
CP047911.1	464	1	1
CP047912.1	464	1	1
CP047913.1	464	2	2
CP047914.1	464	1	1
CP047915.1	464	6	6
CP047903.1	465	14	14
CP047904.1	465	3	3
CP047905.1	465	1	1
CP047906.1	465	8	8
CP047907.1	465	1	1
CP047910.1	465	2	2
CP047912.1	465	4	4
CP047913.1	465	5	5
CP047914.1	465	2	2
CP047915.1	465	3	3
CP047902.1	466	2	2
CP047903.1	466	8	8
CP047904.1	466	10	10
CP047906.1	466	7	7
CP047909.1	466	1	1
CP047910.1	466	1	1
CP047912.1	466	1	1
CP047913.1	466	4	4
CP047914.1	466	3	3
CP047915.1	466	12	12
CP047902.1	467	2	2
CP047903.1	467	10	10
CP047904.1	467	4	4
CP047905.1	467	4	4
CP047906.1	467	5	5
CP047908.1	467	1	1
CP047910.1	467	2	2
CP047912.1	467	3	3
CP047913.1	467	2	2
CP047914.1	467	2	2
CP047915.1	467	4	4
CP047903.1	468	9	9
CP047904.1	468	6	6
CP047905.1	468	3	3
CP047906.1	468	2	2
CP047909.1	468	3	3
CP047910.1	468	2	2
CP047912.1	468	3	3
CP047914.1	468	4	4
CP047915.1	468	5	5
CP047902.1	469	4	4
CP047903.1	469	10	10
CP047904.1	469	2	2
CP047905.1	469	2	2
CP047906.1	469	6	6
CP047907.1	469	1	1
CP047909.1	469	2	2
CP047910.1	469	1	1
CP047912.1	469	4	4
CP047913.1	469	1	1
CP047914.1	469	5	5
CP047915.1	469	4	4
CP047902.1	47	354	354
CP047903.1	47	299	299
CP047904.1	47	275	275
CP047905.1	47	266	266
CP047906.1	47	301	301
CP047907.1	47	484	484
CP047908.1	47	355	355
CP047909.1	47	271	271
CP047910.1	47	226	226
CP047911.1	47	323	323
CP047912.1	47	505	505
CP047913.1	47	160	160
CP047914.1	47	288	288
CP047915.1	47	400	400
CP047902.1	470	2	2
CP047903.1	470	15	15
CP047904.1	470	3	3
CP047905.1	470	2	2
CP047906.1	470	4	4
CP047907.1	470	1	1
CP047909.1	470	2	2
CP047910.1	470	4	4
CP047914.1	470	6	6
CP047915.1	470	7	7
CP047903.1	471	16	16
CP047904.1	471	5	5
CP047905.1	471	1	1
CP047906.1	471	3	3
CP047910.1	471	2	2
CP047912.1	471	2	2
CP047913.1	471	1	1
CP047914.1	471	2	2
CP047915.1	471	2	2
CP047902.1	472	2	2
CP047903.1	472	16	16
CP047904.1	472	6	6
CP047905.1	472	3	3
CP047906.1	472	5	5
CP047910.1	472	6	6
CP047912.1	472	1	1
CP047913.1	472	3	3
CP047914.1	472	1	1
CP047915.1	472	2	2
CP047902.1	473	4	4
CP047903.1	473	11	11
CP047904.1	473	6	6
CP047905.1	473	5	5
CP047906.1	473	2	2
CP047910.1	473	3	3
CP047913.1	473	2	2
CP047914.1	473	1	1
CP047915.1	473	2	2
CP047902.1	474	1	1
CP047903.1	474	14	14
CP047904.1	474	10	10
CP047905.1	474	4	4
CP047906.1	474	11	11
CP047910.1	474	4	4
CP047913.1	474	4	4
CP047914.1	474	5	5
CP047915.1	474	3	3
CP047902.1	475	1	1
CP047903.1	475	29	29
CP047904.1	475	11	11
CP047906.1	475	4	4
CP047912.1	475	1	1
CP047913.1	475	3	3
CP047914.1	475	5	5
CP047915.1	475	6	6
CP047902.1	476	3	3
CP047903.1	476	18	18
CP047904.1	476	4	4
CP047905.1	476	3	3
CP047906.1	476	6	6
CP047907.1	476	2	2
CP047910.1	476	6	6
CP047912.1	476	1	1
CP047913.1	476	3	3
CP047914.1	476	9	9
CP047915.1	476	6	6
CP047902.1	477	1	1
CP047903.1	477	17	17
CP047904.1	477	4	4
CP047905.1	477	7	7
CP047906.1	477	3	3
CP047910.1	477	2	2
CP047913.1	477	5	5
CP047914.1	477	7	7
CP047915.1	477	4	4
CP047902.1	478	2	2
CP047903.1	478	20	20
CP047904.1	478	6	6
CP047905.1	478	3	3
CP047907.1	478	1	1
CP047910.1	478	3	3
CP047912.1	478	2	2
CP047913.1	478	2	2
CP047914.1	478	2	2
CP047915.1	478	3	3
CP047902.1	479	1	1
CP047903.1	479	15	15
CP047904.1	479	3	3
CP047905.1	479	5	5
CP047906.1	479	4	4
CP047910.1	479	3	3
CP047912.1	479	1	1
CP047913.1	479	8	8
CP047914.1	479	3	3
CP047915.1	479	4	4
CP047902.1	48	332	332
CP047903.1	48	346	346
CP047904.1	48	294	294
CP047905.1	48	370	370
CP047906.1	48	267	267
CP047907.1	48	439	439
CP047908.1	48	416	416
CP047909.1	48	307	307
CP047910.1	48	222	222
CP047911.1	48	324	324
CP047912.1	48	464	464
CP047913.1	48	151	151
CP047914.1	48	271	271
CP047915.1	48	398	398
CP047902.1	480	2	2
CP047903.1	480	14	14
CP047904.1	480	4	4
CP047905.1	480	1	1
CP047906.1	480	5	5
CP047910.1	480	2	2
CP047912.1	480	3	3
CP047913.1	480	1	1
CP047914.1	480	1	1
CP047915.1	480	3	3
CP047903.1	481	16	16
CP047904.1	481	7	7
CP047905.1	481	2	2
CP047906.1	481	4	4
CP047910.1	481	3	3
CP047912.1	481	3	3
CP047913.1	481	1	1
CP047914.1	481	4	4
CP047915.1	481	5	5
CP047902.1	482	1	1
CP047903.1	482	11	11
CP047904.1	482	14	14
CP047905.1	482	10	10
CP047906.1	482	5	5
CP047907.1	482	3	3
CP047910.1	482	2	2
CP047912.1	482	3	3
CP047913.1	482	8	8
CP047914.1	482	7	7
CP047915.1	482	1	1
CP047902.1	483	2	2
CP047903.1	483	10	10
CP047904.1	483	2	2
CP047905.1	483	7	7
CP047906.1	483	7	7
CP047910.1	483	4	4
CP047912.1	483	1	1
CP047914.1	483	4	4
CP047915.1	483	2	2
CP047902.1	484	2	2
CP047903.1	484	8	8
CP047904.1	484	7	7
CP047905.1	484	2	2
CP047906.1	484	6	6
CP047910.1	484	2	2
CP047912.1	484	2	2
CP047913.1	484	1	1
CP047915.1	484	1	1
CP047902.1	485	2	2
CP047903.1	485	10	10
CP047904.1	485	4	4
CP047905.1	485	5	5
CP047906.1	485	4	4
CP047910.1	485	3	3
CP047912.1	485	2	2
CP047913.1	485	2	2
CP047914.1	485	2	2
CP047915.1	485	3	3
CP047903.1	486	18	18
CP047904.1	486	9	9
CP047905.1	486	1	1
CP047906.1	486	5	5
CP047907.1	486	1	1
CP047910.1	486	1	1
CP047912.1	486	1	1
CP047914.1	486	3	3
CP047915.1	486	1	1
CP047902.1	487	1	1
CP047903.1	487	10	10
CP047904.1	487	1	1
CP047905.1	487	8	8
CP047906.1	487	8	8
CP047907.1	487	2	2
CP047912.1	487	1	1
CP047913.1	487	1	1
CP047914.1	487	1	1
CP047902.1	488	2	2
CP047903.1	488	4	4
CP047904.1	488	7	7
CP047905.1	488	4	4
CP047906.1	488	8	8
CP047907.1	488	1	1
CP047910.1	488	1	1
CP047912.1	488	2	2
CP047913.1	488	1	1
CP047914.1	488	3	3
CP047915.1	488	4	4
CP047902.1	489	1	1
CP047903.1	489	6	6
CP047904.1	489	2	2
CP047905.1	489	4	4
CP047906.1	489	3	3
CP047907.1	489	1	1
CP047912.1	489	2	2
CP047914.1	489	2	2
CP047915.1	489	3	3
CP047902.1	49	434	434
CP047903.1	49	279	279
CP047904.1	49	283	283
CP047905.1	49	361	361
CP047906.1	49	331	331
CP047907.1	49	445	445
CP047908.1	49	404	404
CP047909.1	49	290	290
CP047910.1	49	222	222
CP047911.1	49	340	340
CP047912.1	49	447	447
CP047913.1	49	171	171
CP047914.1	49	289	289
CP047915.1	49	389	389
CP047902.1	490	3	3
CP047903.1	490	5	5
CP047904.1	490	3	3
CP047905.1	490	1	1
CP047906.1	490	4	4
CP047907.1	490	1	1
CP047912.1	490	2	2
CP047914.1	490	2	2
CP047915.1	490	3	3
CP047902.1	491	6	6
CP047903.1	491	4	4
CP047904.1	491	2	2
CP047905.1	491	2	2
CP047906.1	491	8	8
CP047907.1	491	1	1
CP047908.1	491	1	1
CP047912.1	491	2	2
CP047913.1	491	3	3
CP047915.1	491	6	6
CP047902.1	492	7	7
CP047903.1	492	7	7
CP047904.1	492	9	9
CP047905.1	492	1	1
CP047906.1	492	12	12
CP047910.1	492	3	3
CP047912.1	492	3	3
CP047913.1	492	1	1
CP047914.1	492	2	2
CP047915.1	492	3	3
CP047902.1	493	8	8
CP047903.1	493	6	6
CP047904.1	493	5	5
CP047905.1	493	3	3
CP047906.1	493	12	12
CP047912.1	493	1	1
CP047913.1	493	1	1
CP047914.1	493	2	2
CP047915.1	493	7	7
CP047903.1	494	2	2
CP047904.1	494	10	10
CP047905.1	494	2	2
CP047906.1	494	16	16
CP047910.1	494	1	1
CP047913.1	494	2	2
CP047914.1	494	3	3
CP047915.1	494	6	6
CP047902.1	495	1	1
CP047903.1	495	5	5
CP047904.1	495	10	10
CP047905.1	495	3	3
CP047906.1	495	7	7
CP047910.1	495	1	1
CP047912.1	495	2	2
CP047913.1	495	1	1
CP047914.1	495	3	3
CP047915.1	495	4	4
CP047902.1	496	4	4
CP047903.1	496	9	9
CP047904.1	496	5	5
CP047905.1	496	3	3
CP047906.1	496	13	13
CP047907.1	496	1	1
CP047910.1	496	2	2
CP047913.1	496	1	1
CP047914.1	496	1	1
CP047915.1	496	4	4
CP047902.1	497	1	1
CP047903.1	497	3	3
CP047904.1	497	9	9
CP047906.1	497	17	17
CP047907.1	497	1	1
CP047910.1	497	2	2
CP047912.1	497	2	2
CP047913.1	497	3	3
CP047914.1	497	3	3
CP047915.1	497	2	2
CP047902.1	498	4	4
CP047903.1	498	5	5
CP047904.1	498	1	1
CP047905.1	498	2	2
CP047906.1	498	13	13
CP047912.1	498	1	1
CP047913.1	498	2	2
CP047914.1	498	4	4
CP047915.1	498	4	4
CP047902.1	499	3	3
CP047903.1	499	6	6
CP047904.1	499	8	8
CP047905.1	499	1	1
CP047906.1	499	18	18
CP047910.1	499	2	2
CP047912.1	499	1	1
CP047913.1	499	1	1
CP047914.1	499	1	1
CP047915.1	499	6	6
CP047902.1	5	886	886
CP047903.1	5	725	725
CP047904.1	5	748	748
CP047905.1	5	783	783
CP047906.1	5	523	523
CP047907.1	5	517	517
CP047908.1	5	682	682
CP047909.1	5	493	493
CP047910.1	5	774	774
CP047911.1	5	380	380
CP047912.1	5	1050	1050
CP047913.1	5	108	108
CP047914.1	5	458	458
CP047915.1	5	641	641
CP047902.1	50	414	414
CP047903.1	50	255	255
CP047904.1	50	342	342
CP047905.1	50	358	358
CP047906.1	50	379	379
CP047907.1	50	408	408
CP047908.1	50	343	343
CP047909.1	50	331	331
CP047910.1	50	246	246
CP047911.1	50	354	354
CP047912.1	50	520	520
CP047913.1	50	159	159
CP047914.1	50	268	268
CP047915.1	50	322	322
CP047903.1	500	5	5
CP047904.1	500	8	8
CP047906.1	500	19	19
CP047912.1	500	2	2
CP047913.1	500	1	1
CP047914.1	500	2	2
CP047915.1	500	8	8
CP047902.1	501	1	1
CP047903.1	501	2	2
CP047904.1	501	7	7
CP047906.1	501	19	19
CP047910.1	501	1	1
CP047912.1	501	1	1
CP047913.1	501	1	1
CP047914.1	501	1	1
CP047915.1	501	3	3
CP047902.1	502	4	4
CP047903.1	502	4	4
CP047904.1	502	9	9
CP047906.1	502	21	21
CP047907.1	502	1	1
CP047912.1	502	1	1
CP047914.1	502	2	2
CP047903.1	503	2	2
CP047904.1	503	6	6
CP047906.1	503	23	23
CP047907.1	503	2	2
CP047910.1	503	1	1
CP047913.1	503	2	2
CP047915.1	503	2	2
CP047902.1	504	3	3
CP047903.1	504	5	5
CP047904.1	504	5	5
CP047906.1	504	22	22
CP047910.1	504	1	1
CP047913.1	504	1	1
CP047915.1	504	4	4
CP047902.1	505	4	4
CP047903.1	505	5	5
CP047904.1	505	9	9
CP047906.1	505	13	13
CP047910.1	505	2	2
CP047913.1	505	2	2
CP047914.1	505	1	1
CP047915.1	505	6	6
CP047902.1	506	2	2
CP047903.1	506	5	5
CP047904.1	506	3	3
CP047906.1	506	14	14
CP047907.1	506	2	2
CP047910.1	506	1	1
CP047912.1	506	2	2
CP047913.1	506	1	1
CP047915.1	506	6	6
CP047902.1	507	3	3
CP047903.1	507	2	2
CP047904.1	507	8	8
CP047906.1	507	13	13
CP047910.1	507	1	1
CP047912.1	507	1	1
CP047913.1	507	2	2
CP047915.1	507	5	5
CP047902.1	508	4	4
CP047903.1	508	7	7
CP047904.1	508	6	6
CP047906.1	508	14	14
CP047907.1	508	1	1
CP047910.1	508	1	1
CP047913.1	508	1	1
CP047914.1	508	1	1
CP047915.1	508	7	7
CP047902.1	509	7	7
CP047903.1	509	6	6
CP047904.1	509	3	3
CP047906.1	509	6	6
CP047912.1	509	1	1
CP047913.1	509	2	2
CP047915.1	509	7	7
CP047902.1	51	425	425
CP047903.1	51	279	279
CP047904.1	51	304	304
CP047905.1	51	327	327
CP047906.1	51	424	424
CP047907.1	51	512	512
CP047908.1	51	346	346
CP047909.1	51	326	326
CP047910.1	51	295	295
CP047911.1	51	347	347
CP047912.1	51	493	493
CP047913.1	51	143	143
CP047914.1	51	293	293
CP047915.1	51	367	367
CP047902.1	510	12	12
CP047903.1	510	4	4
CP047904.1	510	5	5
CP047906.1	510	15	15
CP047910.1	510	2	2
CP047913.1	510	3	3
CP047915.1	510	7	7
CP047902.1	511	9	9
CP047903.1	511	2	2
CP047904.1	511	3	3
CP047906.1	511	7	7
CP047907.1	511	1	1
CP047908.1	511	1	1
CP047910.1	511	1	1
CP047912.1	511	2	2
CP047913.1	511	1	1
CP047915.1	511	3	3
CP047902.1	512	11	11
CP047903.1	512	2	2
CP047904.1	512	8	8
CP047906.1	512	6	6
CP047910.1	512	3	3
CP047912.1	512	2	2
CP047913.1	512	2	2
CP047914.1	512	2	2
CP047915.1	512	12	12
CP047902.1	513	12	12
CP047903.1	513	2	2
CP047904.1	513	5	5
CP047906.1	513	7	7
CP047912.1	513	2	2
CP047913.1	513	2	2
CP047915.1	513	7	7
CP047902.1	514	9	9
CP047903.1	514	8	8
CP047904.1	514	6	6
CP047906.1	514	8	8
CP047910.1	514	1	1
CP047912.1	514	1	1
CP047913.1	514	4	4
CP047915.1	514	5	5
CP047902.1	515	6	6
CP047903.1	515	8	8
CP047904.1	515	1	1
CP047906.1	515	8	8
CP047907.1	515	1	1
CP047912.1	515	2	2
CP047913.1	515	2	2
CP047914.1	515	2	2
CP047915.1	515	3	3
CP047902.1	516	2	2
CP047903.1	516	6	6
CP047904.1	516	5	5
CP047906.1	516	10	10
CP047907.1	516	2	2
CP047910.1	516	1	1
CP047913.1	516	1	1
CP047914.1	516	1	1
CP047915.1	516	4	4
CP047902.1	517	4	4
CP047903.1	517	2	2
CP047904.1	517	4	4
CP047906.1	517	7	7
CP047907.1	517	5	5
CP047914.1	517	2	2
CP047915.1	517	5	5
CP047902.1	518	12	12
CP047903.1	518	2	2
CP047904.1	518	1	1
CP047906.1	518	6	6
CP047907.1	518	1	1
CP047912.1	518	2	2
CP047913.1	518	3	3
CP047914.1	518	3	3
CP047915.1	518	4	4
CP047902.1	519	8	8
CP047903.1	519	3	3
CP047906.1	519	7	7
CP047907.1	519	3	3
CP047910.1	519	3	3
CP047913.1	519	2	2
CP047914.1	519	1	1
CP047915.1	519	4	4
CP047902.1	52	411	411
CP047903.1	52	303	303
CP047904.1	52	341	341
CP047905.1	52	273	273
CP047906.1	52	364	364
CP047907.1	52	518	518
CP047908.1	52	367	367
CP047909.1	52	348	348
CP047910.1	52	249	249
CP047911.1	52	375	375
CP047912.1	52	455	455
CP047913.1	52	167	167
CP047914.1	52	284	284
CP047915.1	52	429	429
CP047902.1	520	6	6
CP047903.1	520	4	4
CP047906.1	520	6	6
CP047907.1	520	1	1
CP047910.1	520	1	1
CP047913.1	520	2	2
CP047914.1	520	1	1
CP047915.1	520	1	1
CP047902.1	521	2	2
CP047903.1	521	10	10
CP047904.1	521	1	1
CP047906.1	521	1	1
CP047913.1	521	1	1
CP047915.1	521	2	2
CP047902.1	522	2	2
CP047903.1	522	4	4
CP047904.1	522	1	1
CP047906.1	522	6	6
CP047907.1	522	2	2
CP047912.1	522	1	1
CP047915.1	522	5	5
CP047902.1	523	5	5
CP047903.1	523	3	3
CP047906.1	523	3	3
CP047910.1	523	2	2
CP047915.1	523	5	5
CP047902.1	524	6	6
CP047903.1	524	6	6
CP047906.1	524	2	2
CP047907.1	524	2	2
CP047914.1	524	1	1
CP047915.1	524	1	1
CP047902.1	525	2	2
CP047903.1	525	3	3
CP047904.1	525	1	1
CP047906.1	525	4	4
CP047915.1	525	2	2
CP047904.1	526	1	1
CP047906.1	526	3	3
CP047910.1	526	3	3
CP047912.1	526	1	1
CP047913.1	526	1	1
CP047915.1	526	4	4
CP047904.1	527	2	2
CP047906.1	527	1	1
CP047913.1	527	1	1
CP047915.1	527	4	4
CP047902.1	528	2	2
CP047903.1	528	1	1
CP047906.1	528	3	3
CP047907.1	528	1	1
CP047910.1	528	1	1
CP047912.1	528	1	1
CP047913.1	528	1	1
CP047914.1	528	1	1
CP047915.1	528	7	7
CP047902.1	529	1	1
CP047903.1	529	1	1
CP047904.1	529	1	1
CP047906.1	529	4	4
CP047907.1	529	1	1
CP047913.1	529	2	2
CP047902.1	53	452	452
CP047903.1	53	274	274
CP047904.1	53	285	285
CP047905.1	53	279	279
CP047906.1	53	454	454
CP047907.1	53	465	465
CP047908.1	53	341	341
CP047909.1	53	308	308
CP047910.1	53	239	239
CP047911.1	53	356	356
CP047912.1	53	471	471
CP047913.1	53	166	166
CP047914.1	53	288	288
CP047915.1	53	474	474
CP047902.1	530	1	1
CP047904.1	530	1	1
CP047906.1	530	3	3
CP047907.1	530	1	1
CP047910.1	530	1	1
CP047913.1	530	1	1
CP047914.1	530	1	1
CP047915.1	530	8	8
CP047902.1	531	2	2
CP047903.1	531	3	3
CP047906.1	531	7	7
CP047910.1	531	1	1
CP047914.1	531	2	2
CP047915.1	531	4	4
CP047902.1	532	1	1
CP047903.1	532	2	2
CP047906.1	532	2	2
CP047907.1	532	2	2
CP047912.1	532	2	2
CP047913.1	532	2	2
CP047914.1	532	3	3
CP047915.1	532	4	4
CP047902.1	533	1	1
CP047903.1	533	2	2
CP047906.1	533	2	2
CP047907.1	533	3	3
CP047908.1	533	1	1
CP047910.1	533	1	1
CP047913.1	533	3	3
CP047915.1	533	6	6
CP047902.1	534	2	2
CP047904.1	534	1	1
CP047906.1	534	3	3
CP047912.1	534	1	1
CP047913.1	534	2	2
CP047914.1	534	2	2
CP047915.1	534	10	10
CP047902.1	535	2	2
CP047904.1	535	1	1
CP047906.1	535	4	4
CP047907.1	535	1	1
CP047910.1	535	2	2
CP047913.1	535	3	3
CP047914.1	535	4	4
CP047915.1	535	10	10
